Index,Crime,District,Neighborhood,ILEADSStreet,Longitude,Latitude
0,115400,1,1,MICHIGAN AVE,-90.24875893,38.56041837
1,65701,6,74,HORNSBY AVE / NEWBY ST,-90.2353888,38.71899216
2,121000,5,38,OLIVE ST,-90.23945786,38.64184985
3,43025,1,16,MERAMEC ST,-90.24788817,38.58302307
4,43026,2,15,CHIPPEWA ST,-90.25267325,38.58954116
5,91124,2,15,CHIPPEWA ST,-90.25267325,38.58954116
6,115400,3,33,S 14TH ST,-90.20506681,38.61717576
7,51322,5,52,THEODOSIA AVE,-90.26485825,38.66622693
8,121000,2,15,CHIPPEWA ST,-90.26986185,38.59108099
9,65701,6,74,N BROADWAY,-90.23000621,38.707719
10,115400,3,19,MICHIGAN AVE,-90.23727092,38.58871676
11,262100,4,77,N GRAND BLVD,-90.23139285,38.63968705
12,69702,1,4,ROSWELL AVE,-90.2680496,38.55798023
13,266400,6,76,PARK LN,-90.25242526,38.70724964
14,69702,5,50,ARLINGTON AVE,-90.26819005,38.67134096
15,121000,4,36,OLIVE ST,-90.20605997,38.63178656
16,65701,3,31,HICKORY ST,-90.22282889,38.62165934
17,266999,5,55,N KINGSHIGHWAY BLVD,-90.26015354,38.66421287
18,67701,6,69,SHREVE AVE,-90.24306203,38.67703288
19,67701,5,48,CATES AVE,-90.2949183,38.65823799
20,265321,6,68,POPE AVE,-90.22485581,38.68090986
21,115100,2,43,MANCHESTER AVE,-90.29709182,38.62080118
22,115400,3,25,S COMPTON AVE,-90.23449713,38.60516964
23,112010,5,46,KINGSBURY PL,-90.28525419,38.65130644
24,115100,2,29,S GRAND BLVD,-90.23855379,38.62287902
25,266400,3,30,VIRGINIA AVE,-90.23823147,38.59541351
26,115400,1,1,TENNESSEE AVE,-90.26813428,38.55219247
27,43025,1,17,NEBRASKA AVE,-90.23534135,38.57787171
28,266999,3,30,NEBRASKA AVE,-90.23072979,38.60007557
29,266999,3,30,NEBRASKA AVE,-90.23072979,38.60007557
30,43015,3,22,SALENA ST,-90.21777891,38.60062993
31,67701,3,18,ILLINOIS AVE,-90.22402753,38.58488591
32,117000,2,12,S KINGSHIGHWAY BLVD,-90.26723166,38.61962525
33,112010,5,38,LACLEDE AVE,-90.24594008,38.63736629
34,67701,4,36,WASHINGTON AVE,-90.2022933,38.63260904
35,265321,3,26,HAWTHORNE BLVD,-90.23079671,38.61007366
36,266999,3,18,KOSCIUSKO ST,-90.21702286,38.58704945
37,266999,3,18,KOSCIUSKO ST,-90.21871898,38.58596615
38,266999,3,24,GRAVOIS AVE,-90.22343227,38.60508635
39,266999,5,51,N KINGSHIGHWAY BLVD,-90.26230183,38.65870896
40,266999,3,18,KOSCIUSKO ST,-90.21643117,38.58742696
41,115200,5,38,LINDELL BLVD,-90.24275613,38.63985537
42,44021,6,56,LEXINGTON AVE,-90.22528065,38.66278518
43,103000,4,35,CLARK AVE,-90.19305105,38.62404536
44,41014,1,1,VIRGINIA AVE,-90.25032157,38.55999582
45,266999,3,16,OSAGE ST,-90.23992115,38.58434565
46,65701,4,59,NATURAL BRIDGE AVE / PRAIRIE A,-90.22272966,38.66377592
47,65701,4,59,NATURAL BRIDGE AVE / PRAIRIE A,-90.22272966,38.66377592
48,115400,5,38,WESTMORELAND PL,-90.26948804,38.64547432
49,51312,5,46,WASHINGTON AVE,-90.29725792,38.65404082
50,117000,2,12,S KINGSHIGHWAY BLVD,-90.26723166,38.61962525
51,72113,2,12,S KINGSHIGHWAY BLVD,-90.26723166,38.61962525
52,51322,5,46,MCPHERSON AVE,-90.29598607,38.6516936
53,69602,6,56,ASHLAND AVE,-90.22658174,38.66268937
54,266999,3,24,GRAVOIS AVE,-90.2280807,38.60282086
55,71013,3,19,S GRAND BLVD / GRAVOIS AVE,-90.24354403,38.59272876
56,67701,6,68,PENROSE ST,-90.22764754,38.67284071
57,182400,4,36,S JEFFERSON AVE,-90.21638356,38.62619663
58,51322,3,18,LEMP AVE,-90.21869362,38.59094173
59,121000,2,9,HAMPTON AVE,-90.29424821,38.59472084
60,103000,1,2,E DAVIS ST,-90.26114504,38.54238249
61,41013,5,50,HEBERT ST,-90.2664896,38.68112396
62,266999,3,24,GRAVOIS AVE,-90.2280807,38.60282086
63,266999,4,62,N 8TH ST,-90.18995645,38.63549591
64,117000,4,35,WASHINGTON AVE,-90.19202164,38.63041867
65,182999,1,16,DELOR ST,-90.25438079,38.57469496
66,266999,3,24,GRAVOIS AVE,-90.2280807,38.60282086
67,67701,5,38,LINDELL BLVD,-90.26007369,38.64342616
68,266999,4,62,OFALLON ST,-90.18813673,38.63726219
69,65701,1,16,NEOSHO ST / S SPRING AVE,-90.2532108,38.57865957
70,65701,1,16,NEOSHO ST / S SPRING AVE,-90.2532108,38.57865957
71,64601,3,21,S 13TH ST,-90.21420656,38.60063225
72,265321,3,16,S COMPTON AVE,-90.23910884,38.58540378
73,266999,5,38,FOREST PARK AVE,-90.25728223,38.63840911
74,65701,5,56,KENNERLY AVE,-90.24623991,38.66462285
75,266999,4,59,BACON ST,-90.22171407,38.65289698
76,266999,4,59,DR MARTIN LUTHER KING DR,-90.21660236,38.63952859
77,266999,3,30,OREGON AVE,-90.22996394,38.59817636
78,266999,3,30,OREGON AVE,-90.22996394,38.59817636
79,91113,5,46,DES PERES AVE,-90.29462812,38.65488198
80,266999,4,62,BIDDLE ST,-90.18886411,38.63615752
81,266999,5,54,MCMILLAN AVE,-90.25339182,38.65384674
82,266999,6,56,LABADIE AVE,-90.2414733,38.66548561
83,266999,6,68,HARRIS AVE,-90.22278976,38.67552852
84,151110,5,53,BAYARD AVE,-90.25841275,38.65258036
85,266999,3,24,GRAVOIS AVE,-90.2280807,38.60282086
86,51312,6,72,ROBIN AVE,-90.25282023,38.70001507
87,266999,3,18,OSAGE ST,-90.22633513,38.58211518
88,67701,4,35,S BROADWAY,-90.18961136,38.62483534
89,266999,5,58,C D BANKS AVE,-90.24104687,38.64861656
90,43015,3,33,DILLON DR,-90.20670386,38.61869837
91,266999,3,33,DILLON DR,-90.20670386,38.61869837
92,266999,4,62,BIDDLE ST,-90.18868398,38.6361186
93,115400,1,3,DEWEY AVE,-90.25507745,38.57267239
94,266999,3,33,PEABODY CT,-90.20601174,38.61736486
95,266999,3,33,PEABODY CT,-90.20601174,38.61736486
96,266999,3,33,KEALTY LN,-90.20610842,38.61820261
97,115400,4,59,LABADIE AVE,-90.22532554,38.65846048
98,69702,3,33,CASTLE LN,-90.20639996,38.61949392
99,266999,4,37,S GRAND BLVD,-90.2312948,38.63172092
100,266999,3,33,PEABODY CT,-90.20601139,38.61736486
101,266999,4,67,PLEASANT ST,-90.21284268,38.66361477
102,266999,4,60,N 22ND ST,-90.20730381,38.64589544
103,266999,5,57,W COTE BRILLIANTE AVE,-90.24024492,38.65620722
104,65701,6,74,GAST PL,-90.23189852,38.71684242
105,72113,2,12,S KINGSHIGHWAY BLVD,-90.26723166,38.61962525
106,67701,6,68,CLARENCE AVE,-90.22782248,38.67844275
107,266999,3,33,LASALLE LN,-90.20674303,38.6187067
108,43015,4,36,N 22ND ST,-90.21073896,38.63372036
109,266999,3,33,LASALLE LN,-90.20560862,38.61845672
110,115400,2,15,HARTFORD ST,-90.2445997,38.60179266
111,65701,4,59,N JEFFERSON AVE,-90.21288196,38.63806968
112,103000,4,37,MARKET ST,-90.23940454,38.63143721
113,67701,5,47,DELMAR BLVD,-90.27847576,38.65297705
114,265321,5,58,WHITTIER ST,-90.24363667,38.64938563
115,117000,1,16,GRAVOIS AVE,-90.25933084,38.58745439
116,71013,5,46,DELMAR BLVD,-90.28961943,38.65416188
117,69702,4,77,COOK AVE,-90.23109272,38.64636168
118,266999,4,59,GREER AVE,-90.21863505,38.65690962
119,43016,4,59,CASS AVE,-90.22711761,38.64837621
120,121000,5,51,DR MARTIN LUTHER KING DR,-90.26756503,38.6653207
121,266999,6,68,POPE AVE,-90.22668418,38.67959337
122,266999,5,46,DELMAR BLVD,-90.2903539,38.6542346
123,151110,5,38,DELMAR BLVD,-90.24830903,38.64762466
124,204100,3,19,NEBRASKA AVE,-90.23309614,38.59189261
125,266999,5,53,AUBERT AVE,-90.26055781,38.65976258
126,265321,4,36,OLIVE ST,-90.20771115,38.63198565
127,266999,6,69,POPE AVE,-90.22666721,38.68027981
128,51322,5,57,COTE BRILLIANTE AVE,-90.24320933,38.65805902
129,51322,4,36,LUCAS AVE,-90.20631271,38.63436286
130,266999,4,65,N FLORISSANT AVE,-90.20609711,38.66229371
131,101000,6,74,HORNSBY AVE,-90.23339085,38.71855103
132,266999,5,50,NATURAL BRIDGE AVE,-90.27106961,38.68551547
133,115100,1,1,LOUGHBOROUGH AVE,-90.26110028,38.55665342
134,69602,3,33,S TUCKER BLVD,-90.20224005,38.61678966
135,51312,4,37,SAMUEL SHEPARD DR,-90.21927891,38.63720376
136,69702,2,9,HAMPTON AVE,-90.29199924,38.60388555
137,51322,1,7,NOTTINGHAM AVE,-90.27769884,38.58558229
138,266999,4,59,MAFFITT AVE,-90.22663164,38.6567501
139,204100,3,25,CONNECTICUT ST,-90.23981984,38.59942887
140,111110,1,4,GRAVOIS AVE,-90.29292815,38.5647174
141,115100,4,64,N BROADWAY,-90.20243296,38.67214498
142,266999,4,59,COTE BRILLIANTE AVE,-90.22645499,38.6501595
143,41016,4,35,ST CHARLES ST,-90.19591835,38.63080231
144,183250,4,36,OLIVE ST,-90.20771115,38.63198565
145,266999,5,57,ST FERDINAND AVE,-90.24132962,38.65976558
146,266999,5,38,LINDELL BLVD,-90.24828602,38.64049073
147,266999,5,78,ROWAN AVE,-90.28157316,38.67231405
148,142320,4,62,CARR ST,-90.19034999,38.63532396
149,112020,2,39,CLAYTON AVE,-90.2448707,38.63119389
150,266999,4,59,BACON ST,-90.22177921,38.65280651
151,130000,4,60,N 19TH ST,-90.20075168,38.6510192
152,266999,5,52,ASHLAND AVE,-90.25843755,38.67646979
153,266999,3,31,RUTGER ST,-90.2202243,38.62023624
154,266999,6,72,THEKLA AVE,-90.25052713,38.70063626
155,91113,1,5,GRAVOIS AVE,-90.26885943,38.58039455
156,91113,1,5,GRAVOIS AVE,-90.26885943,38.58039455
157,266999,4,62,N 8TH ST,-90.1884416,38.63978375
158,266999,6,71,UNION BLVD,-90.249999,38.68907768
159,69702,2,9,HAMPTON AVE,-90.29199924,38.60388555
160,72113,2,12,S KINGSHIGHWAY BLVD,-90.26723166,38.61962525
161,182130,6,66,E GRAND BLVD,-90.20900483,38.67064029
162,69602,2,12,MANCHESTER AVE,-90.28523906,38.62223262
163,266999,4,63,BRISTOL LN,-90.1914845,38.64654126
164,67701,2,41,MANCHESTER AVE,-90.28657662,38.62290508
165,266999,4,62,BIDDLE ST,-90.18886411,38.63615752
166,67701,6,71,QUEENS AVE,-90.24472007,38.68755329
167,266999,4,62,HADLEY ST,-90.19439845,38.63671855
168,44015,3,24,ACCOMAC ST,-90.22291615,38.60971477
169,182130,5,56,MARCUS AVE,-90.25346689,38.66024486
170,71030,3,18,ILLINOIS AVE,-90.22303417,38.5864762
171,266999,5,52,ST LOUIS AVE,-90.25838958,38.67250461
172,65701,3,16,CHIPPEWA ST / TEXAS AVE,-90.22775888,38.5865779
173,65701,3,16,CHIPPEWA ST / TEXAS AVE,-90.22775888,38.5865779
174,117000,6,76,ALBERTINE AVE,-90.25907739,38.70952066
175,71013,6,76,ALBERTINE AVE,-90.25907739,38.70952066
176,266999,5,48,ENRIGHT AVE,-90.28270147,38.65466821
177,103000,2,15,MORGANFORD RD,-90.2615097,38.60185031
178,266999,3,24,GRAVOIS AVE,-90.2280807,38.60282086
179,266999,3,24,GRAVOIS AVE,-90.2280807,38.60282086
180,266999,5,52,HIGHLAND AVE,-90.25945181,38.66846483
181,91114,4,36,OLIVE ST,-90.20771115,38.63198565
182,64701,2,8,WALSH ST,-90.30563713,38.58475332
183,67701,3,16,DUNNICA AVE,-90.24287385,38.58747431
184,266999,5,49,CABANNE AVE,-90.27432622,38.65809847
185,91114,4,62,HOGAN ST,-90.20206193,38.6419885
186,42014,4,62,HOGAN ST,-90.20206193,38.6419885
187,266999,5,50,NATURAL BRIDGE AVE,-90.27057253,38.68517126
188,51322,5,46,WATERMAN BLVD,-90.29281982,38.64987573
189,151110,4,65,N 25TH ST,-90.20972871,38.66199249
190,265321,4,37,LACLEDE AVE,-90.2388097,38.63550808
191,182130,5,51,N KINGSHIGHWAY BLVD,-90.26251651,38.65679825
192,65701,6,71,CLAXTON AVE,-90.2408658,38.69478024
193,67601,1,4,S GRAND BLVD,-90.26804497,38.55397937
194,65701,3,22,SALENA ST,-90.2199561,38.59333922
195,266999,5,50,HAMILTON AVE,-90.27517388,38.68402417
196,266999,5,58,ENRIGHT AVE,-90.24416676,38.64703629
197,266999,3,33,PEABODY CT,-90.20601174,38.61736486
198,151110,2,39,MANCHESTER AVE,-90.25862104,38.62702455
199,69702,6,69,LEE AVE,-90.23940847,38.67674472
200,71013,3,16,MERAMEC ST,-90.23763535,38.58038639
201,117000,3,30,S COMPTON AVE,-90.23583493,38.59801951
202,117000,3,30,S COMPTON AVE,-90.23583493,38.59801951
203,67701,3,30,CALIFORNIA AVE,-90.22949192,38.59537716
204,151130,5,52,PAULIAN PL,-90.26640656,38.66647167
205,266999,3,31,OHIO AVE,-90.22176982,38.61964132
206,112010,5,38,WEST PINE BLVD,-90.25206215,38.63932903
207,91123,3,16,MERAMEC ST,-90.23314151,38.5798243
208,69702,2,15,POTOMAC ST,-90.25023715,38.59478622
209,51322,6,70,MCARTHUR AVE,-90.27120002,38.68845932
210,142320,4,64,N 2ND ST,-90.19277824,38.66278396
211,183250,4,36,OLIVE ST,-90.20771115,38.63198565
212,64701,1,2,REILLY AVE,-90.25857954,38.54202656
213,52112,5,50,UNION BLVD,-90.26236252,38.67404221
214,142320,2,7,JANUARY AVE / LANSDOWNE AVE,-90.28780195,38.58919823
215,265321,3,23,S JEFFERSON AVE,-90.22048381,38.61235331
216,91114,1,5,DELOR ST,-90.26929407,38.58187548
217,182999,4,36,OLIVE ST,-90.20771115,38.63198565
218,67701,1,5,GRAVOIS AVE,-90.26806849,38.58115362
219,266999,3,33,PARK AVE,-90.20614635,38.61568194
220,51322,3,16,CALIFORNIA AVE,-90.23135829,38.58597937
221,51322,3,16,CALIFORNIA AVE,-90.23135829,38.58597937
222,51312,6,72,ROBIN AVE,-90.24798026,38.70266276
223,182130,6,56,CLAY AVE,-90.22934981,38.66169081
224,73413,2,9,WATSON RD,-90.29808507,38.60323443
225,67601,4,59,N GRAND BLVD,-90.21685992,38.66037616
226,65701,5,53,FOUNTAIN AVE,-90.2579229,38.65568772
227,66601,3,19,NEBRASKA AVE,-90.23253454,38.5914355
228,63701,2,9,HAMPTON AVE,-90.29199924,38.60388555
229,266999,4,62,COCHRAN PL,-90.20161785,38.64176495
230,266999,3,16,VIRGINIA AVE,-90.24028606,38.5854064
231,266999,6,73,RIVERVIEW BLVD,-90.24068465,38.71990742
232,92000,6,74,BITTNER ST,-90.231529,38.70993569
233,117000,6,74,N BROADWAY,-90.22903601,38.72493891
234,266999,5,50,HODIAMONT AVE,-90.2837468,38.67713166
235,115400,2,44,KRAFT ST,-90.30125697,38.62780495
236,91114,1,16,DUNNICA AVE,-90.24678413,38.58789473
237,151110,5,48,MAPLE AVE,-90.2870039,38.66102742
238,265321,6,73,GLADYS AVE / SUMMIT PL,-90.24728677,38.71312033
239,65701,6,74,GAST PL,-90.23189852,38.71684242
240,142320,3,18,KOSCIUSKO ST,-90.2184342,38.5861467
241,42013,4,36,WASHINGTON AVE,-90.1988276,38.6325123
242,63701,6,69,NATURAL BRIDGE AVE,-90.23883897,38.67122968
243,266999,4,62,COCHRAN PL,-90.20161785,38.64176495
244,73413,2,15,HARTFORD ST,-90.24337224,38.6016719
245,142320,6,66,E WARNE AVE,-90.21607479,38.67491106
246,73313,1,17,PENNSYLVANIA AVE,-90.23721659,38.57443994
247,91124,1,6,HAMPTON AVE,-90.29603613,38.57110445
248,266999,2,15,MORGANFORD RD,-90.26416743,38.5911438
249,72113,1,16,ITASKA ST,-90.24797105,38.57412254
250,265321,4,59,MAFFITT AVE,-90.22575341,38.6563691
251,266999,6,72,W FLORISSANT AVE,-90.24796675,38.70451346
252,31111,3,19,ARKANSAS AVE,-90.2422506,38.59006236
253,103000,1,1,MOTT ST,-90.25221175,38.55665663
254,69702,2,27,BOTANICAL AVE / THURMAN AVE,-90.25148581,38.60983385
255,31111,6,69,N KINGSHIGHWAY BLVD,-90.24940492,38.67899898
256,266510,4,35,S BROADWAY,-90.19052361,38.62246254
257,266999,5,48,HAMILTON AVE,-90.28920227,38.66100394
258,64601,6,74,NASSAU DR,-90.23368046,38.72305767
259,142320,3,30,TEXAS AVE,-90.22437167,38.60285063
260,91113,1,16,HYDRAULIC AVE,-90.25059778,38.58662605
261,69702,4,60,N 13TH ST,-90.19418475,38.64185834
262,64601,2,9,PRATHER AVE,-90.30692972,38.59497585
263,151130,2,10,SOUTHWEST AVE,-90.3022524,38.61344544
264,65701,3,34,PARK AVE,-90.20121779,38.61423609
265,72113,5,38,PERSHING AVE / UNION BLVD,-90.27412293,38.64767186
266,112010,2,9,MCCAUSLAND AVE,-90.31266558,38.59468587
267,112010,2,7,HAMPTON VILLAGE PLZ,-90.29231611,38.59204563
268,51322,1,5,DELOR ST,-90.25852855,38.57734053
269,115100,2,13,SHENANDOAH AVE,-90.26318108,38.61192578
270,151110,6,68,HARRIS AVE,-90.22586985,38.67331709
271,41016,6,72,BEACON AVE,-90.25141337,38.69444342
272,117000,3,33,S 13TH ST,-90.20505371,38.61507509
273,142320,6,74,N BROADWAY,-90.22924144,38.72084803
274,182250,4,59,THOMAS ST,-90.22272447,38.64377471
275,142320,3,23,ALLEN AVE,-90.21231187,38.60988963
276,65701,2,15,JUNIATA ST,-90.25648365,38.60238365
277,64601,1,17,S BROADWAY,-90.23992194,38.56540247
278,91113,6,76,W FLORISSANT AVE,-90.25036913,38.70737707
279,265321,2,9,MARQUETTE AVE,-90.29411872,38.59975117
280,64701,1,7,SUTHERLAND AVE,-90.27925499,38.58934717
281,65701,1,1,MINNESOTA AVE,-90.24650172,38.55984647
282,64601,1,17,NEBRASKA AVE,-90.23695275,38.57024409
283,265321,3,16,PENNSYLVANIA AVE,-90.23614608,38.58203336
284,31421,2,15,HYDRAULIC AVE,-90.25010034,38.590851
285,65601,1,17,S BROADWAY,-90.2401673,38.56506087
286,142320,5,46,WATERMAN BLVD,-90.29887151,38.65105056
287,69702,3,19,ARKANSAS AVE,-90.24316518,38.58877927
288,64701,2,12,DUGAN AVE,-90.28282533,38.613746
289,71013,6,74,GUSTAV AVE,-90.22987319,38.72397704
290,31111,6,73,SWITZER AVE,-90.24365498,38.71524598
291,142320,4,35,MEMORIAL DR,-90.18814656,38.62198118
292,142320,5,56,N MARKET ST,-90.25048,38.66305583
293,65701,6,73,NORTH POINTE BLVD,-90.25274316,38.71313474
294,72113,2,43,KRAFT ST,-90.30142386,38.62390053
295,31111,6,84,CARTER AVE,-90.24274627,38.68382553
296,65701,6,74,N BROADWAY,-90.22767763,38.72570185
297,121000,4,36,DELMAR BLVD,-90.21096363,38.63670573
298,41011,6,67,LEE AVE / WARNE AVE,-90.22126292,38.66946469
299,41011,6,67,LEE AVE / WARNE AVE,-90.22126292,38.66946469
300,112010,5,78,DR MARTIN LUTHER KING DR,-90.27560256,38.66970238
301,69602,4,37,CHOUTEAU AVE,-90.21935529,38.62291144
302,91114,6,71,RUSKIN AVE,-90.24438093,38.69021332
303,83000,5,56,MAFFITT AVE,-90.2285534,38.65816871
304,43013,4,61,N 13TH ST,-90.19517075,38.63762946
305,266999,3,30,MICHIGAN AVE,-90.23529662,38.5951076
306,73413,2,42,WADE AVE,-90.29518019,38.6257872
307,43012,4,59,N JEFFERSON AVE,-90.21288196,38.63806968
308,142320,2,15,PARKER AVE,-90.2583602,38.59709613
309,31111,1,1,DOVER ST,-90.24488145,38.56093501
310,265321,6,74,N BROADWAY,-90.22986337,38.70796305
311,265321,6,74,N BROADWAY,-90.22986337,38.70796305
312,265321,6,74,N BROADWAY,-90.22986337,38.70796305
313,241100,2,13,SOUTHWEST AVE,-90.2720463,38.61137773
314,31111,6,64,N BROADWAY,-90.20443597,38.67499755
315,265321,3,20,S BROADWAY,-90.21137663,38.59428494
316,64701,2,43,KRAFT ST,-90.30068673,38.62388555
317,44015,1,16,BINGHAM AVE,-90.24411502,38.57942538
318,142320,2,15,OLEATHA AVE,-90.26693134,38.59507053
319,71030,2,14,S KINGSHIGHWAY BLVD,-90.2708718,38.60058941
320,31421,1,5,CHRISTY BLVD,-90.274289,38.58543023
321,31421,1,5,GRAVOIS AVE,-90.2622592,38.58478308
322,91114,6,69,N EUCLID AVE,-90.24796382,38.67669207
323,66701,2,9,LANSDOWNE AVE,-90.31877901,38.59241361
324,67601,2,15,MIAMI ST,-90.26109192,38.59350181
325,142320,5,38,LINDELL BLVD,-90.24732723,38.63984337
326,51322,5,38,WASHINGTON PL,-90.27140699,38.651585
327,69702,3,18,S BROADWAY,-90.22040771,38.58921315
328,69702,6,73,MCLARAN AVE,-90.24204674,38.71599756
329,265321,4,64,N BROADWAY / E GRAND AVE,-90.20366863,38.67335356
330,51122,6,56,PALM ST,-90.22645445,38.66420481
331,71013,5,58,ENRIGHT AVE,-90.23906446,38.64480632
332,41012,5,54,MCMILLAN AVE,-90.25339182,38.65384674
333,51112,6,71,ASHBY AVE,-90.23736157,38.68982158
334,91113,5,54,MCMILLAN AVE,-90.25339182,38.65384674
335,266999,5,55,N KINGSHIGHWAY BLVD,-90.26015354,38.66421287
336,32421,5,55,N KINGSHIGHWAY BLVD,-90.26015354,38.66421287
337,65701,5,38,N SARAH ST,-90.24636032,38.63921795
338,182130,6,55,N EUCLID AVE,-90.25251982,38.67065258
339,64701,2,29,S GRAND BLVD,-90.23855379,38.62287902
340,130000,3,25,MCKEAN AVE,-90.23982631,38.59627929
341,182400,3,25,HARTFORD ST,-90.23566238,38.6012758
342,64701,4,77,LOCUST ST,-90.22625886,38.63700887
343,250000,4,35,N BROADWAY,-90.18792601,38.6295813
344,71040,3,19,IOWA AVE,-90.22931608,38.59319099
345,69602,4,77,FINNEY AVE,-90.23351645,38.64568898
346,265321,5,38,N EUCLID AVE,-90.2616639,38.64334155
347,67701,4,36,WASHINGTON AVE,-90.19999547,38.63275969
348,41011,6,73,TARA LN,-90.24434481,38.71522277
349,91113,4,36,LOCUST ST,-90.20054384,38.6317149
350,65701,3,19,S JEFFERSON AVE,-90.22711673,38.58736175
351,31421,4,36,N 15TH ST,-90.20210475,38.6291899
352,241100,2,9,PERNOD AVE,-90.29956017,38.59765174
353,51122,3,30,WYOMING ST,-90.22543489,38.59657043
354,31111,6,70,NATURAL BRIDGE AVE,-90.27154379,38.68656258
355,142320,3,16,KEOKUK ST,-90.22996597,38.58492996
356,265321,4,37,FOREST PARK AVE / S GRAND BLVD,-90.23401778,38.6332017
357,51130,5,48,BARTMER AVE,-90.27336597,38.66043338
358,67601,2,15,JUNIATA ST,-90.25462017,38.60220951
359,250000,4,36,N 17TH ST / PINE ST,-90.20455273,38.63055259
360,182999,4,61,N 13TH ST,-90.19521585,38.63747855
361,64711,5,38,MCPHERSON AVE,-90.24424038,38.64070712
362,67701,1,1,SCHIRMER ST,-90.26597302,38.55117711
363,65701,6,74,N BROADWAY / GIMBLIN RD,-90.2298737,38.71490192
364,266999,4,65,SALISBURY ST,-90.19790694,38.66177309
365,265321,4,62,@I 70 DOWNTOWN BROADWAY EXIT :,-90.18644457,38.63785628
366,31421,5,48,ROSEDALE AVE,-90.29672622,38.65681327
367,130000,5,48,ETZEL AVE,-90.27843311,38.66307093
368,51122,5,56,COTTAGE AVE,-90.23245471,38.65654663
369,265321,3,24,S JEFFERSON AVE,-90.22227563,38.61091596
370,43016,4,59,MAFFITT AVE,-90.22452966,38.65513606
371,142320,5,54,LEWIS PL,-90.25434779,38.65446932
372,265321,1,16,GRAVOIS AVE,-90.25635654,38.58946925
373,130000,5,52,MAFFITT AVE,-90.25863203,38.67071204
374,250000,4,35,WASHINGTON AVE,-90.19308577,38.63068233
375,41011,5,78,TEMPLE PL,-90.27903955,38.66802019
376,41011,5,78,TEMPLE PL,-90.27903955,38.66802019
377,41011,5,78,TEMPLE PL,-90.27903955,38.66802019
378,115400,2,8,HAMPTON AVE,-90.29551756,38.59252082
379,265321,5,38,BARNES JEWISH HOSPITAL PLZ,-90.26478727,38.63502499
380,67701,2,14,FYLER AVE,-90.27522646,38.60028482
381,31111,6,66,VON PHUL ST,-90.20907647,38.67743107
382,64711,2,39,TALMAGE AVE,-90.25168289,38.62768553
383,130000,1,5,GRAVOIS AVE,-90.26927922,38.57929865
384,229999,4,36,WASHINGTON AVE,-90.19872495,38.63186126
385,266510,4,36,N TUCKER BLVD,-90.19767581,38.63102379
386,52312,4,37,S THERESA AVE,-90.23317005,38.62805941
387,65701,1,5,CHIPPEWA ST,-90.2674673,38.5905408
388,91113,5,57,SAINT FERDINAND AVE,-90.24056478,38.65966503
389,91123,5,57,SAINT FERDINAND AVE,-90.24056478,38.65966503
390,91113,4,37,WEST PINE BLVD,-90.23925956,38.63744221
391,65601,5,38,FOREST PARK AVE,-90.24890978,38.63571417
392,265321,4,37,N GRAND BLVD / LINDELL BLVD,-90.23280375,38.63743588
393,64711,5,38,FOREST PARK AVE,-90.24809898,38.63651149
394,67701,5,52,NATURAL BRIDGE AVE,-90.253909,38.67728961
395,10000,1,5,TAFT AVE,-90.26466073,38.58675678
396,32112,1,5,TAFT AVE,-90.26466073,38.58675678
397,10000,1,5,TAFT AVE,-90.26466073,38.58675678
398,10000,1,5,TAFT AVE,-90.26466073,38.58675678
399,10000,1,5,TAFT AVE,-90.26466073,38.58675678
400,265321,5,38,DELMAR BLVD / N KINGSHIGHWAY B,-90.26341598,38.65163501
401,64701,4,37,DELMAR BLVD,-90.22434878,38.63928074
402,266510,1,16,MERAMEC ST,-90.24231227,38.58044347
403,142320,3,30,CALIFORNIA AVE / GRAVOIS AVE,-90.22786689,38.60291373
404,32111,1,5,DELOR ST,-90.2696417,38.58245281
405,63701,4,77,DR MARTIN LUTHER KING DR,-90.2320133,38.65048265
406,41011,6,72,GILMORE AVE,-90.25085188,38.7022735
407,91303,6,72,GILMORE AVE,-90.25085188,38.7022735
408,91114,4,61,PHIPPS ST,-90.20402391,38.64167221
409,250000,4,36,N TUCKER BLVD,-90.19676609,38.63249325
410,67701,5,38,N KINGSHIGHWAY BLVD,-90.2630024,38.65079393
411,41011,6,72,GILMORE AVE,-90.25085188,38.7022735
412,41011,6,72,GILMORE AVE,-90.25085188,38.7022735
413,250000,4,36,I 64 EASTBOUND / S JEFFERSON A,-90.2179758,38.62702975
414,51112,1,16,LOUISIANA AVE,-90.24863197,38.57226825
415,266510,5,52,NATURAL BRIDGE AVE,-90.253909,38.67728961
416,91113,6,69,BIRCHER BLVD,-90.23135405,38.68241599
417,142320,5,58,W DR MARTIN LUTHER KING DR,-90.24112513,38.654309
418,64701,5,57,DR MARTIN LUTHER KING DR,-90.23916722,38.65432113
419,67701,1,1,LOUGHBOROUGH AVE,-90.25754642,38.55554498
420,41023,5,38,N SARAH ST,-90.24309198,38.64443904
421,229999,1,4,GRAVOIS AVE,-90.29701777,38.56247069
422,250000,4,36,WASHINGTON AVE,-90.19872495,38.63186126
423,71013,1,80,HOLLY HILLS AVE,-90.25650003,38.56096031
424,65701,3,22,LEMP AVE,-90.2162499,38.60174932
425,266510,1,4,GRAVOIS AVE,-90.29701777,38.56247069
426,265321,3,16,CALIFORNIA AVE,-90.23244334,38.58056137
427,91123,5,48,HODIAMONT AVE,-90.29113754,38.66788041
